BEGIN,EntityId=424017,Frequency=ponctuel
EntityId=424017,ReportTypeName=Multiple,Frequency=ponctuel,FromDate=2025-10-16,ToDate=2025-10-18,GenerationDate=2025-11-17,GenerationTime=10:58:12
"Type de dossier","Code de devise de la présentation","Code de devise de règlement","Type de MOP","Code de réponse","Response Description","Code d’approbation de l’autorisation de l’entreprise","Nombre total de transactions","Montant","Nombre de transactions refusées","Pourcentage du nombre total d'autorisations","Pourcentage de statut d'autorisation","Pourcentage de refus de transactions"
"Authorization Summary","USD","USD","American Express  (AX)","100","Approuvé","Approved","676","50296.04000000","0","0.9122807018","1","0"
"Authorization Summary","USD","USD","American Express  (AX)","104","Aucune raison pour un refus","Not Approved","23","0.00000000","23","0.0310391363","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","201","Numéro de compte CC incorrect","Not Approved","10","2010.00000000","10","0.01349527665","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","302","Limite de crédit","Not Approved","7","2114.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","303","Refus du responsable du traitement","Not Approved","4","1212.00000000","4","0.005398110661","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","501","Récupérez","Not Approved","7","3507.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","530","Ne pas reconnaître","Not Approved","7","3710.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","American Express  (AX)","904","Invalid Effective Date","Not Approved","7","6328.00000000","7","0.009446693657","1","1"
"Authorization Summary","USD","USD","Discover  (DI)","100","Approuvé","Approved","134","4444.08000000","0","0.9178082192","1","0"
"Authorization Summary","USD","USD","Discover  (DI)","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.04109589041","1","1"
"Authorization Summary","USD","USD","Discover  (DI)","595","Nouvelle carte émise","Not Approved","6","3570.00000000","6","0.04109589041","1","1"
"Authorization Summary","USD","USD","Discover Diners (DD)","100","Approuvé","Approved","126","3544.08000000","0","0.875","1","0"
"Authorization Summary","USD","USD","Discover Diners (DD)","104","Aucune raison pour un refus","Not Approved","18","0.00000000","18","0.125","1","1"
"Authorization Summary","USD","USD","JCB  (JC)","100","Approuvé","Approved","126","3824.08000000","0","0.9545454545","1","0"
"Authorization Summary","USD","USD","JCB  (JC)","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.04545454545","1","1"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","287","12711.00000000","0","0.1360834519","0.1389157793","0"
"Authorization Summary","CLP","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","282","1225100.00000000","0","0.13371266","0.1364956438","0"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","351","14472.80000000","0","0.1664295875","0.169893514","0"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","285","38350.40000000","0","0.1351351351","0.1379477251","0"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","100","Approuvé","Approved","861","50763.99000000","0","0.4082503556","0.4167473379","0"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","CLP","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001896633476","0.16","0.16"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","104","Aucune raison pour un refus","Not Approved","9","0.00000000","9","0.00426742532","0.36","0.36"
"Authorization Summary","ARS","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","MXN","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","PEN","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.001896633476","0.2222222222","0.2222222222"
"Authorization Summary","USD","USD","MasterCard  (MC) - Credit","304","Ne figure pas dans les dossiers","Not Approved","6","1824.00000000","6","0.002844950213","0.3333333333","0.3333333333"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","100","Approuvé","Approved","288","12586.20000000","0","0.5236363636","0.5373134328","0"
"Authorization Summary","USD","USD","MasterCard  (MC) - Signature Debit","100","Approuvé","Approved","248","15968.04000000","0","0.4509090909","0.4626865672","0"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.007272727273","0.4","0.4"
"Authorization Summary","USD","USD","MasterCard  (MC) - Signature Debit","104","Aucune raison pour un refus","Not Approved","6","0.00000000","6","0.01090909091","0.6","0.6"
"Authorization Summary","COP","USD","MasterCard  (MC) - Signature Debit","304","Ne figure pas dans les dossiers","Not Approved","4","1216.00000000","4","0.007272727273","1","1"
"Authorization Summary","ARS","USD","Visa  (VI) - Credit","100","Approuvé","Approved","265","11535.00000000","0","0.1261904762","0.1284537082","0"
"Authorization Summary","COP","USD","Visa  (VI) - Credit","100","Approuvé","Approved","265","11572.00000000","0","0.1261904762","0.1284537082","0"
"Authorization Summary","PEN","USD","Visa  (VI) - Credit","100","Approuvé","Approved","267","32552.00000000","0","0.1271428571","0.1294231701","0"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","100","Approuvé","Approved","1266","81808.02000000","0","0.6028571429","0.6136694135","0"
"Authorization Summary","ARS","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","COP","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","PEN","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.001904761905","0.1290322581","0.1290322581"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","104","Aucune raison pour un refus","Not Approved","19","0.00000000","19","0.009047619048","0.6129032258","0.6129032258"
"Authorization Summary","USD","USD","Visa  (VI) - Credit","401","Refus","Not Approved","6","2406.00000000","6","0.002857142857","1","1"
"Authorization Summary","CLP","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","266","1164200.00000000","0","0.4626086957","0.4691358025","0"
"Authorization Summary","MXN","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","299","12492.00000000","0","0.52","0.5273368607","0"
"Authorization Summary","USD","USD","Visa  (VI) - Signature Debit","100","Approuvé","Approved","2","4.04000000","0","0.00347826087","0.003527336861","0"
"Authorization Summary","CLP","USD","Visa  (VI) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.006956521739","0.5","0.5"
"Authorization Summary","MXN","USD","Visa  (VI) - Signature Debit","104","Aucune raison pour un refus","Not Approved","4","0.00000000","4","0.006956521739","0.5","0.5"
"Type de dossier","Identificateur de l’entité","Code de devise de la présentation","Code de devise de règlement","Code du mode de paiement","Numéro de commande de commerçant","Texte du code d’action de commerçant","Montant de l’autorisation","Numéro de compte","Expiration de la carte de crédit année mois numéro","Texte de type de transaction","Horodatage d’autorisation","Code d’autorisation","Réponse d’autorisation de la marque de paiement","Catégorie de code de réponse de la marque de paiement","Code de réponse d’autorisation PTI","Initiateur d’autorisation","Code source d’autorisation","Source d’authentification de PDV","Code de catégorie de commerçant","Pays d’émission","Texte de méthode du jeton numérique","Code de type de carte prépayée","Code de carte commerciale","Type d’utilisation de la carte","Identificateur de la transaction de paiement","Identificateur de terminal"
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:26:08.000","tst026","00","A","100","Commerçant","M","5","4899","CL","","","","3","4dac1c1c-c2b9-4f2e-877a-94b7777b1f03",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:54.000","tst152","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","34416055-7b6f-4164-a421-06a124b10d29",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","2200.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:35:12.000","tst570","00","A","100","Commerçant","M","5","4899","CL","","","","3","770ba7f6-a1aa-4428-a9fb-b0c4a08ab52c",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","3000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:26:16.000","tst055","00","A","100","Commerçant","M","5","4899","CL","","","","3","c1aad7b5-2bf6-46e1-86fb-93cf9b51dbfb",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:53.000","tst146","00","A","100","Commerçant","M","5","4899","CL","","","","3","71187707-c46f-4fd8-8720-9f90fc232c98",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:33:17.000","tst840","00","A","100","Commerçant","M","5","4899","CL","","","","3","5ada770e-4224-4b4d-9de8-f1aefb459d0b",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","3000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:55.000","tst158","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","c485195d-d689-4635-9c92-f7e273203851",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","1000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:56.000","tst570","00","A","100","Commerçant","M","5","4899","CL","","","","3","770ba7f6-a1aa-4428-a9fb-b0c4a08ab52c",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:38.000","tst548","00","A","100","Commerçant","M","5","4899","CL","","","","3","0e2e502f-2a81-444c-adfe-e3d38adc8f51",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","AUTORISATIONS","6000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:47:53.000","tst278","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","00a4279d-9c92-4c98-abcf-d2ac3eef80f6",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:33:17.000","tst840","00","A","100","Commerçant","M","5","4899","CL","","","","3","80decaeb-01d9-44f3-9207-709f7b752f96",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:33:19.000","tst844","00","A","100","Commerçant","M","5","4899","CL","","","","3","8f1ce8b3-2a09-4300-a5e0-bff49ba872a5",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:54.000","tst147","00","A","100","Commerçant","M","5","4899","CL","","","","3","ab56effe-c512-424e-abfa-e893492657f3",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","400.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 04:00:00.000","tst155","","","100","Commerçant","M","","4899","CL","","","","3","0bc896db-a163-42a7-8f09-19a6f50805ce",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:54.000","tst152","00","A","100","Commerçant","M","5","4899","CL","","","","3","34416055-7b6f-4164-a421-06a124b10d29",""
"Authorization Details","425266","CLP","USD","VI","KkQgei5VJJg94ofLkvXTEC","Dépôts","10000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:42.000","tst556","00","A","100","Commerçant","M","5","4899","CL","","","","3","8cf6296b-bc9b-4381-a847-f975dfad322a",""
"Authorization Details","425266","CLP","USD","VI","MXXjp8F1qf7eeq2tarvoNC","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:44.000","tst128","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","70813b59-8279-43ac-ab5b-0f7e71ae0ed5",""
"Authorization Details","425266","CLP","USD","VI","MXXjp8F1qf7eeq2tarvoNC","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:44.000","tst128","00","A","100","Commerçant","M","5","4899","CL","","","","3","70813b59-8279-43ac-ab5b-0f7e71ae0ed5",""
"Authorization Details","425266","CLP","USD","VI","MdHe5L8amG8YmecqYSQUXQ","AUTORISATIONS","0.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:37.000","tst542","00","A","104","Commerçant","V","5","4899","CL","","N","N","3","b4f67e0f-9276-4964-a986-cb7475c4a7b2",""
"Authorization Details","425266","CLP","USD","VI","NYgy7MmbN4KbJSYsgG0JAg","Dépôts","2000.00000000","402365XXXXXX0056","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:19.000","tst795","00","A","100","Commerçant","M","5","4899","CL","","","","3","e4969fed-bc7e-45b1-b17a-e271856d1d82",""
"Authorization Details","425266","CLP","USD","VI","NYgy7MmbN4KbJSYsgG0JAg","Dépôts","2000.00000000","402365XXXXXX0056","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:41.000","tst811","00","A","100","Commerçant","M","5","4899","CL","","","","3","9d58a582-134a-4f67-95c9-e765f2d7e5bf",""
"Authorization Details","425266","CLP","USD","VI","NYgy7MmbN4KbJSYsgG0JAg","AUTORISATIONS","2000.00000000","402365XXXXXX0056","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:41.000","tst811","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","9d58a582-134a-4f67-95c9-e765f2d7e5bf",""
"Authorization Details","425266","CLP","USD","VI","NYgy7MmbN4KbJSYsgG0JAg","AUTORISATIONS","2000.00000000","402365XXXXXX0056","05/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:19.000","tst795","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","e4969fed-bc7e-45b1-b17a-e271856d1d82",""
"Authorization Details","425266","CLP","USD","VI","NmMut4jKv04YY9o4pPmWT0","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:33.000","tst534","00","A","100","Commerçant","M","5","4899","CL","","","","3","9488c0a7-c8c1-4b79-b586-b26f3b64493e",""
"Authorization Details","425266","CLP","USD","VI","NmMut4jKv04YY9o4pPmWT0","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:33.000","tst534","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","9488c0a7-c8c1-4b79-b586-b26f3b64493e",""
"Authorization Details","425266","CLP","USD","VI","OWkjDkaJQ7wUw5z2FVKasz","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 09:32:51.000","tst827","00","A","100","Commerçant","M","5","4899","CL","","","","3","f25c4d7f-6a05-487c-9b80-e6c1d7a2b628",""
"Authorization Details","425266","CLP","USD","VI","OWkjDkaJQ7wUw5z2FVKasz","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 09:32:51.000","tst827","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","f25c4d7f-6a05-487c-9b80-e6c1d7a2b628",""
"Authorization Details","425266","CLP","USD","VI","S0VeSiPzuL7Gcs9dsjGfz5","Dépôts","2000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:50.000","tst137","00","A","100","Commerçant","M","5","4899","CL","","","","3","d46b6b18-6265-4b69-93f4-53e5aa3ca4ac",""
"Authorization Details","425266","CLP","USD","VI","S0VeSiPzuL7Gcs9dsjGfz5","AUTORISATIONS","2000.00000000","402365XXXXXX0056","05/40","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:50.000","tst137","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","d46b6b18-6265-4b69-93f4-53e5aa3ca4ac",""
"Authorization Details","425266","CLP","USD","VI","SRBoQwfl9h9sBUxcCjdjFU","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:23.000","tst510","00","A","100","Commerçant","M","5","4899","CL","","","","3","1108dd47-fb27-420c-af7d-a726234a58b6",""
"Authorization Details","425266","CLP","USD","VI","SRBoQwfl9h9sBUxcCjdjFU","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:23.000","tst510","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","1108dd47-fb27-420c-af7d-a726234a58b6",""
"Authorization Details","425266","CLP","USD","VI","T94x7CPBO1cpPkJbuNV3DN","AUTORISATIONS","0.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:46.000","tst133","00","A","104","Commerçant","V","5","4899","CL","","N","N","3","4d5ce983-ce39-48a9-9673-9044bb75f466",""
"Authorization Details","425266","CLP","USD","VI","UQDfxlblrFhF2IICCq3xuk","AUTORISATIONS","4100.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:25.000","tst803","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","bc8aa2ca-f985-4f4d-b950-b96314961cf0",""
"Authorization Details","425266","CLP","USD","VI","UZ0qwU5pJmX1Llv9VgvZt2","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:34:36.000","tst540","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","583d9474-8fba-4427-add8-1b9f25ff5cb0",""
"Authorization Details","425266","CLP","USD","VI","UZ0qwU5pJmX1Llv9VgvZt2","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:34:36.000","tst540","00","A","100","Commerçant","M","5","4899","CL","","","","3","583d9474-8fba-4427-add8-1b9f25ff5cb0",""
"Authorization Details","425266","CLP","USD","VI","VLUkrYq89LlhsgSY5Gep86","AUTORISATIONS","3200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:19.000","tst794","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","7d531348-274d-44c4-b2db-b6b3996c3a59",""
"Authorization Details","425266","CLP","USD","VI","VLUkrYq89LlhsgSY5Gep86","Dépôts","3200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 09:32:19.000","tst794","00","A","100","Commerçant","M","5","4899","CL","","","","3","7d531348-274d-44c4-b2db-b6b3996c3a59",""
"Authorization Details","425266","CLP","USD","VI","VZMSpeL2TEri4Rc4rR2CX5","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:46:43.000","tst121","00","A","100","Commerçant","M","5","4899","CL","","","","3","2425ed9f-f5ad-44ae-b450-d3fa990e492d",""
"Authorization Details","425266","CLP","USD","VI","VZMSpeL2TEri4Rc4rR2CX5","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 15:46:43.000","tst121","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","2425ed9f-f5ad-44ae-b450-d3fa990e492d",""
"Authorization Details","425266","CLP","USD","VI","Wxl8X0oxTxWXxA1kkO6i5K","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:37.000","tst098","00","A","100","Commerçant","M","5","4899","CL","","","","3","aa0a37c3-6e8a-4aac-a66f-19235f972e52",""
"Authorization Details","425266","CLP","USD","VI","Wxl8X0oxTxWXxA1kkO6i5K","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:37.000","tst098","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","aa0a37c3-6e8a-4aac-a66f-19235f972e52",""
"Authorization Details","425266","CLP","USD","VI","Wz9tJXi266XR4NRmTMSsLG","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:25:18.000","tst984","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","5edd0474-ca68-4005-8c2d-ca01809d2a81",""
"Authorization Details","425266","CLP","USD","VI","Wz9tJXi266XR4NRmTMSsLG","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:25:18.000","tst984","00","A","100","Commerçant","M","5","4899","CL","","","","3","5edd0474-ca68-4005-8c2d-ca01809d2a81",""
"Authorization Details","425266","CLP","USD","VI","XFwAjOrYyBejpOnsPyISic","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:25:08.000","tst961","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","63cb3854-b728-4a45-94c0-e14737f5c0fe",""
"Authorization Details","425266","CLP","USD","VI","XFwAjOrYyBejpOnsPyISic","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:25:08.000","tst961","00","A","100","Commerçant","M","5","4899","CL","","","","3","63cb3854-b728-4a45-94c0-e14737f5c0fe",""
"Authorization Details","425266","CLP","USD","VI","XSM6BHaRjdpZy3V6brVnpB","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:25:19.000","tst989","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","d7dc0d83-d244-48e0-8782-9c3d8bd787fa",""
"Authorization Details","425266","CLP","USD","VI","XSM6BHaRjdpZy3V6brVnpB","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:25:19.000","tst989","00","A","100","Commerçant","M","5","4899","CL","","","","3","d7dc0d83-d244-48e0-8782-9c3d8bd787fa",""
"Authorization Details","425266","CLP","USD","VI","YLUGmuL8xBtADA0q4W36dt","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:25:22.000","tst994","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","0279f370-db35-40ad-89ea-c3eccf71d62b",""
"Authorization Details","425266","CLP","USD","VI","YLUGmuL8xBtADA0q4W36dt","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-16 18:25:22.000","tst994","00","A","100","Commerçant","M","5","4899","CL","","","","3","0279f370-db35-40ad-89ea-c3eccf71d62b",""
"Authorization Details","425266","CLP","USD","VI","YhrJ9vilztybLUG1o6fZlF","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:34:35.000","tst538","00","A","100","Commerçant","M","5","4899","CL","","","","3","44f65f6f-d566-4946-b50b-6c6a796383aa",""
"Authorization Details","425266","CLP","USD","VI","YhrJ9vilztybLUG1o6fZlF","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur MOTO-transaction récurrente","2025-10-17 08:34:35.000","tst538","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","44f65f6f-d566-4946-b50b-6c6a796383aa",""
"Authorization Details","425266","CLP","USD","VI","ZLOemAV2IBNkVBB4AA6eoT","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:42.000","tst115","00","A","100","Commerçant","M","5","4899","CL","","","","3","465d6dc3-d41f-421c-b4fc-22972fe5483b",""
"Authorization Details","425266","CLP","USD","VI","ZLOemAV2IBNkVBB4AA6eoT","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:42.000","tst115","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","465d6dc3-d41f-421c-b4fc-22972fe5483b",""
"Authorization Details","425266","CLP","USD","VI","aCBFyWUlK6o8uCPXhQv5OO","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:43.000","tst118","00","A","100","Commerçant","M","5","4899","CL","","","","3","18004a16-952d-47ad-9456-4a53f5627cd6",""
"Authorization Details","425266","CLP","USD","VI","aCBFyWUlK6o8uCPXhQv5OO","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 15:46:43.000","tst118","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","18004a16-952d-47ad-9456-4a53f5627cd6",""
"Authorization Details","425266","CLP","USD","VI","crHCNT6LicRFtQhWt1OxMw","AUTORISATIONS","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:25.000","tst521","00","A","100","Commerçant","V","5","4899","CL","","N","N","3","129adda5-e6b8-4065-8053-15339d30734f",""
"Authorization Details","425266","CLP","USD","VI","crHCNT6LicRFtQhWt1OxMw","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-17 08:34:25.000","tst521","00","A","100","Commerçant","M","5","4899","CL","","","","3","129adda5-e6b8-4065-8053-15339d30734f",""
"Authorization Details","425266","CLP","USD","VI","dHjYxCFRVenf4YWXAUnvYV","Dépôts","2200.00000000","402365XXXXXX0056","12/34","Indicateur ECI-transaction cryptée par le réseau","2025-10-16 18:25:14.000","tst971","00","A","100","Commerçant","M","5","4899","CL","","","","3","b5b8003c-0a54-4304-88a3-c2feb6797425",""
