BEGIN,EntityId=418553,Frequency=adhoc
EntityId=418553,ReportTypeName=SubmissionDetails,Frequency=adhoc,FromDate=2025-03-03,ToDate=2025-03-04,GenerationDate=2025-03-13,GenerationTime=20:20:44
Activity Date,Entity Type Code,Entity Identifier,Merchant Order Number,Payment Method Code,Presentment Currency Code,Settlement Currency Code,Foreign Exchange Rate,Fund Transfer Instruction Number,Transaction Amount in Presentment Currency,Transaction Amount in Settlement Currency,Settled Deposit Amount,Interchange & Assessment Fees,Back Up Withholding Adjustments,Chargeback Adjustments,Discount Fees,ECP Return Adjustments,Other Adjustments,Processing Fees,Reserve Adjustments,Others,Net Financial Activity
3/3/2025,TD,418554,1008664362,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,zYF7OQFjSVae5VkELaO1UQ,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,IukgXGPRH2nZwgxma8vUW2,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,frnbmRxWKOSU3deagXkBF0,VI,USD,USD,1,4383826,100,100,100,-3.05309329,0,0,0,0,0,-0.10348609,0,0,96.84342062
3/3/2025,TD,418554,fUbF9Q8aqz4v98ayZyjLY7,VI,USD,USD,1,4383826,0,0,0,-0.06571429,0,0,0,0,0,-0.12,0,0,-0.18571429
3/3/2025,TD,418554,1001957742,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26537816,0,0,0,0,0,-0.10364146,0,0,0.69098038
3/3/2025,TD,418554,BL7KMNB6TLebYewLeD93hw,VI,USD,USD,1,4383826,115,115,115,-28.33888888,0,0,0,0,0,-0.10330484,0,0,86.55780628
3/3/2025,TD,418554,gGmJKi6wQoCIhgKNRF6sDQ,VI,USD,USD,1,4383826,10,10,10,-2.901805,0,0,0,0,0,-0.10380764,0,0,6.99438736
3/3/2025,TD,418554,yO62NxygQbar3eKXisYIzw,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,1000829326,VI,USD,USD,1,4383826,1.06,1.06,1.06,-17.62513834,0,0,0,0,0,-0.10411067,0,0,-16.66924901
3/3/2025,TD,418554,1003426155,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26535461,0,0,0,0,0,-0.10457447,0,0,0.69007092
3/3/2025,TD,418554,1007112898,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,nMCkU1AJvGBiLwJAq3WY91,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,XuE0ltJnTfys54PYhJztZg,VI,USD,USD,1,4383826,0,0,0,-0.04571429,0,0,0,0,0,-0.06,0,0,-0.10571429
3/3/2025,TD,418554,1003436818,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,FYXVooXxRDam4snP3ZMWeg,VI,USD,USD,1,4383826,0,0,0,-0.05362319,0,0,0,0,0,-0.11956522,0,0,-0.17318841
3/3/2025,TD,418554,IWyWk4TrQnC0Acl1gMJ0vg,VI,USD,USD,1,4383826,10,10,10,-0.725,0,0,0,0,0,-0.1,0,0,9.175
3/3/2025,TD,418554,QLoblxY0TuiN0uVFuTXzBA,VI,USD,USD,1,4383826,0,0,0,-0.02695652,0,0,0,0,0,-0.05956522,0,0,-0.08652174
3/3/2025,TD,418554,1PCmTAyfToat33Y1Ka3SCQ,VI,USD,USD,1,4383826,0,0,0,-0.02695652,0,0,0,0,0,-0.05956522,0,0,-0.08652174
3/3/2025,TD,418554,YwvckYBGT1qSdmHh3u1LGQ,VI,USD,USD,1,4383826,0,0,0,-0.11125,0,0,0,0,0,-0.05958333,0,0,-0.17083333
3/3/2025,TD,418554,yKI5tk2YB6JZu7z7hiiQqD,VI,USD,USD,1,4383826,100,100,100,-3.62,0,0,0,0,0,-0.105,0,0,96.275
3/3/2025,TD,418554,cf7tk0ZSLdoNgYJR2YwvfU,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10372381,0,0,69.36033333
3/3/2025,TD,418554,1005592502,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26539215,0,0,0,0,0,-0.10441176,0,0,0.69019609
3/3/2025,TD,418554,0IAuwhUKQbqQi5T4tfMPcA,VI,USD,USD,1,4383826,155,155,155,-3.28587301,0,0,0,0,0,-0.10428571,0,0,151.6098413
3/3/2025,TD,418554,HfqWNrloSMmrd2kPabaYOQ,VI,USD,USD,1,4383826,0,0,0,-0.17083334,0,0,0,0,0,-0.05916667,0,0,-0.23000001
3/3/2025,TD,418554,9TpaNzhzRq6JgLvYhHTuIw,VI,USD,USD,1,4383826,10,10,10,-2.11916667,0,0,0,0,0,-0.104375,0,0,7.77645833
3/3/2025,TD,418554,VJgXn41kTt2V20oSKihv5w,VI,USD,USD,1,4383826,130,130,130,-3.04568182,0,0,0,0,0,-0.10340909,0,0,126.8509091
3/3/2025,TD,418554,UhDcZLPrRHennrhyMu9J4w,VI,USD,USD,1,4383826,0,0,0,-0.04,0,0,0,0,0,-0.05923077,0,0,-0.09923077
3/3/2025,TD,418554,64WZDlJkTR6KvXqCavJyhA,VI,USD,USD,1,4383826,0,0,0,-0.03,0,0,0,0,0,-0.06,0,0,-0.09
3/3/2025,TD,418554,S3oN43CdT9u5gDfYah0xIQ,VI,USD,USD,1,4383826,15,15,15,-0.81714286,0,0,0,0,0,-0.09964286,0,0,14.08321428
3/3/2025,TD,418554,1002196479,VI,USD,USD,1,4383826,1.06,1.06,1.06,-17.62518182,0,0,0,0,0,-0.10404545,0,0,-16.66922727
3/3/2025,TD,418554,DG0YqfaNSOuqdxc9NkIeRw,VI,USD,USD,1,4383826,10,10,10,-40.84325398,0,0,0,0,0,-0.10396825,0,0,-30.94722223
3/3/2025,TD,418554,eYObJIxVSwixYOvfqS1FWg,VI,USD,USD,1,4383826,500,500,500,-3.08367021,0,0,0,0,0,-0.15425532,0,0,496.7620745
3/3/2025,TD,418554,1001248039,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26547618,0,0,0,0,0,-0.10428571,0,0,0.69023811
3/3/2025,TD,418554,gIoXvYW2RgmBErQ1ZJJ9yA,VI,USD,USD,1,4383826,5,5,5,-52.25115237,0,0,0,0,0,-0.19721904,0,0,-47.44837141
3/3/2025,TD,418554,1001464686,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29049955,0,0,0,0,0,-0.1039223,0,0,0.66557815
3/3/2025,TD,418554,c5MUCPQ9TNOf6d901eTy9Q,VI,USD,USD,1,4383826,0,0,0,-0.03428571,0,0,0,0,0,-0.06,0,0,-0.09428571
3/3/2025,TD,418554,shO35dByxIYjCTVIrf7noX,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,KZZmPkCvi4gi0UwfvJtLJ5,VI,USD,USD,1,4383826,100,100,100,-2.94642857,0,0,0,0,0,-0.04428571,0,0,97.00928572
3/3/2025,TD,418554,1004600915,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26455882,0,0,0,0,0,-0.10316176,0,0,0.69227942
3/3/2025,TD,418554,sz1DDz3Db1ibWorK6TFjh1,VI,USD,USD,1,4383826,0,0,0,-0.07,0,0,0,0,0,-0.09,0,0,-0.16
3/3/2025,TD,418554,Kfeqr3L6SQyCInk142I96w,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.09,0,0,-0.17
3/3/2025,TD,418554,jjpYnf69T42zxa0n0bkKng,VI,USD,USD,1,4383826,0,0,0,-0.04444444,0,0,0,0,0,-0.06,0,0,-0.10444444
3/3/2025,TD,418554,1007869987,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26386364,0,0,0,0,0,-0.10409091,0,0,0.69204545
3/3/2025,TD,418554,bs5rhSSgcLVIqhPvF4N7vm,VI,USD,USD,1,4383826,100,100,100,-2.90199134,0,0,0,0,0,-0.10376623,0,0,96.99424243
3/3/2025,TD,418554,4ElSdPvwTeSzZl8qaoiXjw,VI,USD,USD,1,4383826,0,0,0,-0.05362319,0,0,0,0,0,-0.11956522,0,0,-0.17318841
3/3/2025,TD,418554,1004129823,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26553333,0,0,0,0,0,-0.1046,0,0,0.68986667
3/3/2025,TD,418554,MbZaKsgaQtuDBVPXHpPBCA,VI,USD,USD,1,4383826,5,5,5,-2.1205,0,0,0,0,0,-0.104375,0,0,2.775125
3/3/2025,TD,418554,yr3F99wmROSUl3k5aJ8YJQ,VI,USD,USD,1,4383826,21000.2,21000.2,21000.2,-28.41013888,0,0,0,0,0,-0.1036574,0,0,20971.6862
3/3/2025,TD,418554,1006753624,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29062113,0,0,0,0,0,-0.10387164,0,0,0.66550723
3/3/2025,TD,418554,w6kIBqHNSVidKVRYU39feA,VI,USD,USD,1,4383826,10,10,10,-2.1225,0,0,0,0,0,-0.104375,0,0,7.773125
3/3/2025,TD,418554,bll2ipaLTiXWwkCi6FusMg,VI,USD,USD,1,4383826,15,15,15,-0.8172,0,0,0,0,0,-0.0996,0,0,14.0832
3/3/2025,TD,418554,rjEd7pNS2GW03VV9i89Rd7,VI,USD,USD,1,4383826,100,100,100,-3.36906178,0,0,0,0,0,-0.10377575,0,0,96.52716247
3/3/2025,TD,418554,rq6PMaFtX20tWxgTW6iO5v,VI,USD,USD,1,4383826,100,100,100,-2.1205,0,0,0,0,0,-0.104375,0,0,97.775125
3/3/2025,TD,418554,zFtDAjDXSU2HAjwG81eCBg,VI,USD,USD,1,4383826,0,0,0,-0.05,0,0,0,0,0,-0.06,0,0,-0.11
3/3/2025,TD,418554,5BFfMFJ4mKWCggKGP1xIKT,VI,USD,USD,1,4383826,100,100,100,-3.05253385,0,0,0,0,0,-0.10334623,0,0,96.84411992
3/3/2025,TD,418554,1000480142,VI,USD,USD,1,4383826,1.06,1.06,1.06,-7.08535714,0,0,0,0,0,-0.10380952,0,0,-6.12916666
3/3/2025,TD,418554,011XYONMRWGckHiAMYmyoQ,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,PgMzKaqnD4dwb4grbxz16Z,VI,USD,USD,1,4383826,100,100,100,-30.5358,0,0,0,0,0,-0.1037,0,0,69.3605
3/3/2025,TD,418554,KVawzEjA3jgYMkQoxfLqsK,VI,USD,USD,1,4383826,100,100,100,-37.554,0,0,0,0,0,-0.044,0,0,62.402
3/3/2025,TD,418554,1000253654,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.265,0,0,0,0,0,-0.105,0,0,0.69
3/3/2025,TD,418554,PZsHhNajHdW6RKV4brK8L7,VI,USD,USD,1,4383826,100,100,100,-3.05331307,0,0,0,0,0,-0.10425532,0,0,96.84243161
3/3/2025,TD,418554,T9H2NcuGXg4UOXj1MIALH7,VI,USD,USD,1,4383826,0,0,0,-0.08,0,0,0,0,0,-0.12,0,0,-0.2
3/3/2025,TD,418554,1001195714,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26553333,0,0,0,0,0,-0.1046,0,0,0.68986667
3/3/2025,TD,418554,Xh4XOwR1QSuPGtBYyQIE3w,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,1001191210,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.29062113,0,0,0,0,0,-0.10387164,0,0,0.66550723
3/3/2025,TD,418554,5bYaFoC4QMXCtHDG8HyJYA,VI,USD,USD,1,4383826,5,5,5,-40.75961988,0,0,0,0,0,-0.19725145,0,0,-35.95687133
3/3/2025,TD,418554,z4mXKnZm30vwpTZexD7NBy,VI,USD,USD,1,4383826,100,100,100,-2.97392857,0,0,0,0,0,-0.10428571,0,0,96.92178572
3/3/2025,TD,418554,XL7K5maFRFibRhWlidsZsQ,VI,USD,USD,1,4383826,130,130,130,-2.97642857,0,0,0,0,0,-0.10428571,0,0,126.9192857
3/3/2025,TD,418554,1004359398,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.264375,0,0,0,0,0,-0.103125,0,0,0.6925
3/3/2025,TD,418554,0j9Zaq5eEUJOdACO2Q6fsL,VI,USD,USD,1,4383826,100,100,100,-30.53594286,0,0,0,0,0,-0.10384286,0,0,69.36021428
3/4/2025,TD,418554,ukpIzoWyhIChPNQCQVaYm7,VI,USD,USD,1,4383826,0,0,0,-0.07000001,0,0,0,0,0,-0.09,0,0,-0.16000001
3/3/2025,TD,418554,81ffSNU4M3vvieq780Jcvt,VI,USD,USD,1,4383826,100,100,100,-3.36930526,0,0,0,0,0,-0.10381053,0,0,96.52688421
3/3/2025,TD,418554,1002283245,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.2650774,0,0,0,0,0,-0.10359133,0,0,0.69133127
3/3/2025,TD,418554,Qj7minRFCnTaQrnyVY2UhX,VI,USD,USD,1,4383826,100,100,100,-30.536,0,0,0,0,0,-0.1038,0,0,69.3602
3/3/2025,TD,418554,PVE2H18sRXK78IPJcrvWqA,VI,USD,USD,1,4383826,5,5,5,-2.96920051,0,0,0,0,0,-0.19667956,0,0,1.83411993
3/3/2025,TD,418554,ZtXObPzyT2SDwv69IJLf7Q,VI,USD,USD,1,4383826,0,0,0,-0.05695652,0,0,0,0,0,-0.11956522,0,0,-0.17652174
3/3/2025,TD,418554,1008794819,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26539215,0,0,0,0,0,-0.10441176,0,0,0.69019609
3/3/2025,TD,418554,QhjDJwuMFLUKT04dba0ZMs,VI,USD,USD,1,4383826,100,100,100,-2.97392857,0,0,0,0,0,-0.10428571,0,0,96.92178572
3/3/2025,TD,418554,6lXImJUARCOkXzyY1BSZQA,VI,USD,USD,1,4383826,0,0,0,-0.04444444,0,0,0,0,0,-0.06,0,0,-0.10444444
3/3/2025,TD,418554,yYRtu2kFQHK5EjOiesdYJA,VI,USD,USD,1,4383826,10,10,10,-2.75872123,0,0,0,0,0,-0.10368287,0,0,7.1375959
3/3/2025,TD,418554,Ta5kPiJ7QZenI0wataOTSg,VI,USD,USD,1,4383826,5,5,5,-3.05417021,0,0,0,0,0,-0.10425532,0,0,1.84157447
3/3/2025,TD,418554,uVwNVSP4ps4CWgzlpY2jLk,VI,USD,USD,1,4383826,0,0,0,-0.14571429,0,0,0,0,0,-0.2,0,0,-0.34571429
3/3/2025,TD,418554,O5wbR3YKTqaaHUVBfGez6Q,VI,USD,USD,1,4383826,0,0,0,-0.05366667,0,0,0,0,0,-0.1195,0,0,-0.17316667
3/3/2025,TD,418554,cmD0h9nAcEmQu5Drafxnj4,VI,USD,USD,1,4383826,0,0,0,-0.0675,0,0,0,0,0,-0.09,0,0,-0.1575
3/3/2025,TD,418554,1005673108,VI,USD,USD,1,4383826,1.06,1.06,1.06,-0.26455882,0,0,0,0,0,-0.10316176,0,0,0.69227942
3/3/2025,TD,418554,Dsq2zf6vS2mqomxnN2h8Sg,VI,USD,USD,1,4383826,0,0,0,-0.04571429,0,0,0,0,0,-0.06,0,0,-0.10571429
